"years","SJ01","SJ02","SJ03","SJ04","SJ05","SJ06","SJ07","SJ08","SJ09","SJ10","SJ11","SJ12","SJ13","SJ14","SJ15","SJ16","SJ17","SJ18","SJ19","SJ20"
1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.176128093158661,0.783353733170135,NA,0.611620795107034,NA,1.77258566978193,1.75102040816327,-0.200524246395806,1.22978723404255,-0.0748898678414097
1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.212672978878368,0.648616125150421,NA,-0.0757575757575756,NA,0.650602409638554,0.347064881565397,-0.416826003824092,0.2125,-0.075770925110132
1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.301397205588822,0.10964550700742,NA,-0.0494949494949493,NA,0.564759036144578,0.00552050473186122,-0.436749769159742,0.161862527716186,-0.075770925110132
1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.317377049180328,-0.146718146718147,NA,-0.0494949494949493,NA,0.674698795180723,0.00552050473186122,-0.436749769159742,-0.0493358633776091,-0.0905172413793104
1955,NA,0.529641185647426,NA,NA,NA,NA,NA,NA,NA,NA,-0.305573770491803,-0.146718146718147,NA,-0.0494949494949493,NA,0.674698795180723,-0.0778931750741843,-0.436749769159742,-0.0493358633776091,-0.0905172413793104
1956,-0.00240673886883268,0.352574102964119,NA,-0.447933019361591,NA,0.693950177935943,0.0121951219512194,NA,-0.203003003003003,NA,-0.305573770491803,-0.12998712998713,NA,-0.169828364950316,NA,0.557422969187675,-0.105755395683453,-0.445060018467221,-0.0972972972972975,-0.176095617529881
1957,-0.0703971119133574,0.201248049921997,-0.276952563488261,-0.338972431077694,0.353548387096774,0.693950177935943,-0.0129573170731709,NA,-0.22042042042042,0.0905172413793105,-0.307385229540918,-0.12998712998713,NA,-0.171726755218216,-0.00643316654753394,0.393483709273183,-0.171942446043165,-0.308894230769231,-0.0569259962049336,-0.185457516339869
1958,-0.131768953068592,0.170046801872075,-0.192899408284024,-0.0443840579710144,0.357050452781371,0.693950177935943,-0.0304878048780489,0.259228187919463,-0.178108808290155,-0.0265804597701149,-0.248895434462445,-0.153256704980843,-0.0175010175010176,-0.218216318785579,-0.0464617583988563,0.3711467324291,-0.228486646884273,-0.276729559748428,-0.08206106870229,-0.214052287581699
1959,-0.156438026474128,0.128311258278145,-0.113133940182055,0.129707112970712,0.357050452781371,0.693950177935943,-0.190915075707703,-0.0240349599417334,-0.178108808290155,-0.0524475524475524,-0.162052117263844,-0.0861474844934527,-0.161797752808989,-0.267552182163188,-0.00151515151515148,0.225230414746544,-0.262611275964392,-0.255181347150259,-0.217557251908397,-0.214052287581699
1960,-0.142507645259939,-0.308884913536076,-0.229290921139828,0.129707112970712,0.306071871127633,1.21460506706408,-0.197780678851175,-0.137541528239203,-0.178108808290155,-0.0942513368983957,-0.171404682274247,-0.108870967741935,-0.201284796573876,-0.333965844402277,-0.0424242424242423,0.212557603686636,-0.262611275964392,-0.164244186046512,-0.108778625954199,-0.163478260869565
1961,-0.188379204892966,-0.407451212300414,-0.328694499668655,0.139121338912134,0.264172335600907,1.0594294770206,-0.22976501305483,-0.203357004519045,-0.178108808290155,-0.187460012795905,-0.124558303886926,-0.0720658888126288,-0.207507082152975,-0.383301707779886,-0.00312744331508985,0.134269662921348,-0.281157270029674,-0.0590163934426229,-0.108778625954199,-0.0466666666666666
1962,-0.250325097529259,-0.45357776463631,-0.498343273691186,0.129707112970712,0.22108843537415,0.841956059532247,-0.272193211488251,-0.359217171717172,-0.161764705882353,-0.244486452425961,-0.151711378353377,-0.0131386861313868,-0.274777853725222,-0.312568306010929,-0.0117279124315871,-0.0328467153284671,-0.277522935779817,-0.180327868852459,-0.123711340206186,-0.0457578646329838
1963,-0.273042273042273,-0.551094890510949,-0.586250795671547,0.139121338912134,0.249433106575964,0.841956059532247,-0.325718015665796,-0.515692307692308,-0.129032258064516,-0.258349086326402,-0.184761904761905,0.00297176820208031,-0.296742209631728,-0.348565356004251,-0.0500390930414387,-0.266121270452358,-0.349803921568627,-0.29672131147541,-0.297709923664122,-0.0524308865586273
1964,-0.36504854368932,-0.595104538500765,-0.608669476219145,0.0602766798418972,0.023928215353938,0.841956059532247,-0.39556135770235,-0.539076923076923,-0.139327385037749,-0.316950220541903,-0.177713736791546,0.037707390648567,-0.339943342776204,-0.359192348565356,-0.173529411764706,-0.420863309352518,-0.392156862745098,-0.327868852459016,-0.327345309381237,-0.137440758293839
1965,-0.412297734627832,-0.611422743498215,-0.623720650210716,0.0602766798418972,0.023928215353938,0.820028011204482,-0.368975903614458,-0.567384615384615,-0.0768651092690278,-0.285902503293808,-0.210576015108593,0.037707390648567,-0.354862657757981,-0.401700318809777,-0.292647058823529,-0.440197841726619,-0.397425583266291,-0.367213114754098,-0.441117764471058,-0.138388625592417
1966,-0.502412545235223,-0.585928489042676,-0.596421471172962,-0.0312796208530806,-0.0991420400381316,0.329831932773109,-0.385542168674699,-0.592171717171717,-0.115297663903542,-0.416337285902503,-0.237016052880076,-0.10207100591716,-0.365998515219005,-0.457018498367791,-0.397841726618705,-0.461780575539568,-0.425583266291231,-0.430948419301165,-0.530938123752495,-0.256286266924565
1967,-0.559870550161812,-0.582467532467532,-0.610337972166998,-0.0312796208530806,-0.0619637750238323,0.0147058823529412,-0.402316602316602,-0.609217171717172,-0.166409861325116,-0.478260869565217,-0.245917387127762,-0.10207100591716,-0.403860430586489,-0.428407789232531,-0.406474820143885,-0.461780575539568,-0.349261511728931,-0.405217391304348,-0.539235412474849,-0.228686058174524
1968,-0.428274428274428,-0.521333333333333,-0.541788856304985,0.0170616113744076,0.0162059103908484,-0.00490196078431375,-0.438679245283019,-0.569620253164557,-0.178092986603625,-0.41549815498155,-0.192156862745098,-0.0143288084464555,-0.28003314001657,-0.316747572815534,-0.381559220389805,-0.440197841726619,-0.238461538461538,-0.328695652173913,-0.432432432432432,-0.136174636174636
1969,-0.491440798858773,-0.493030080704329,-0.541788856304985,-0.00648148148148151,0.0162059103908484,-0.00490196078431375,-0.455655004068348,-0.517910447761194,-0.178092986603625,-0.41549815498155,-0.199222546161322,-0.154600301659125,-0.223413762287757,-0.218911917098446,-0.374051593323217,-0.414668547249647,-0.203219315895372,-0.342608695652174,-0.441463414634146,-0.22037422037422
1970,-0.568473609129814,-0.433132010353753,-0.49183147033534,-0.0537037037037037,-0.0664136622390891,-0.385823239120682,-0.48820179007323,-0.50231124807396,-0.178092986603625,-0.41549815498155,-0.168516649848638,-0.306938159879336,-0.223413762287757,-0.13960113960114,-0.347310126582278,-0.431353919239905,-0.246478873239437,-0.405217391304348,-0.528907922912206,-0.317047817047817
1971,-0.575734740015072,-0.389221556886228,-0.50542941757157,-0.111111111111111,-0.208071748878924,-0.494420931127357,-0.477118644067797,-0.506482982171799,-0.216706067769898,-0.396850393700787,-0.207870837537841,-0.380917159763314,-0.282394995531725,-0.184615384615385,-0.385882352941176,-0.438335809806835,-0.26109391124871,-0.452961672473868,-0.533190578158458,-0.430569430569431
1972,-0.511708586296618,-0.337662337662338,-0.298546895640687,-0.217592592592593,-0.21355617455896,-0.553289726818007,-0.51390134529148,-0.4,-0.207336523125997,-0.369474562135112,-0.143947655398037,-0.393491124260355,-0.28746465598492,-0.197138314785374,-0.41376582278481,-0.45822102425876,-0.242328042328042,-0.372,-0.487058823529412,-0.537462537462537
1973,-0.530981887511916,-0.348432055749129,-0.250769230769231,-0.381083562901745,-0.471869328493648,-0.642170065409773,-0.598257502420135,-0.390088945362135,-0.358550039401103,-0.449447748513169,-0.0829439252336449,-0.412592592592593,-0.37361530715005,-0.398042414355628,-0.413168724279835,-0.435409836065574,-0.16767189384801,-0.284382284382284,-0.407608695652174,-0.593561368209256
1974,-0.590214067278287,-0.353904282115869,-0.296923076923077,-0.402609506057782,-0.611489776046738,-0.693728357060408,-0.60475161987041,-0.524699599465955,-0.441786283891547,-0.543357933579336,-0.113317757009346,-0.423691860465116,-0.430257510729614,-0.391376451077944,-0.365658362989324,-0.438664596273292,-0.144516129032258,-0.251219512195122,-0.373887240356083,-0.556043956043956
1975,-0.592511013215859,-0.368766404199475,-0.2816,-0.402609506057782,-0.572541382667965,-0.692189303578299,-0.551312649164678,-0.428165007112376,-0.450612244897959,-0.542435424354244,-0.0921052631578946,-0.509447674418605,-0.425776754890679,-0.348134991119005,-0.234927234927235,-0.503614457831325,-0.204272363150868,-0.209844559585492,-0.285714285714286,-0.555555555555556
1976,-0.551515151515152,-0.316155988857939,-0.262725779967159,-0.37279843444227,-0.508994708994709,-0.555028962611901,-0.53921568627451,-0.281733746130031,-0.447189097103918,-0.326185101580135,-0.0086633663366337,-0.432042833607908,-0.360655737704918,-0.0941883767535071,-0.124253285543608,-0.509607351712615,-0.158263305322129,-0.10233918128655,-0.148936170212766,-0.478543563068921
1977,-0.4,-0.236391912908243,-0.202380952380952,-0.37279843444227,-0.528455284552846,-0.416839199447895,-0.51421188630491,-0.250403877221325,-0.378003696857671,-0.246212121212121,0.103184713375796,-0.432042833607908,-0.280199252801993,0.0180360721442885,-0.04,-0.509607351712615,-0.197596795727637,-0.0467836257309942,-0.126637554585153,-0.478543563068921
1978,-0.509090909090909,-0.316155988857939,-0.2816,-0.441752096924511,-0.588180112570357,-0.405348346235046,-0.490196078431373,-0.352941176470588,-0.354745925215724,-0.321969696969697,0.0509708737864078,-0.472456006120888,-0.334867663981588,-0.197158081705151,-0.04,-0.5285140562249,-0.241161616161616,-0.155440414507772,-0.267399267399268,-0.524669073405535
1979,-0.481065918653576,-0.347322720694645,-0.3216,-0.447343895619758,-0.621013133208255,-0.446164672765658,-0.469357249626308,-0.43343653250774,-0.377756471716203,-0.407828282828283,-0.0461165048543689,-0.485727029438002,-0.371691599539701,-0.349917081260365,-0.105454545454545,-0.542971887550201,-0.262626262626263,-0.137566137566138,-0.126637554585153,-0.473333333333333
1980,-0.396694214876033,-0.366818873668189,-0.299492385786802,-0.432485322896282,-0.633130081300813,-0.481373265157049,-0.435612082670906,-0.467492260061919,-0.412272291466922,-0.482323232323232,-0.129854368932039,-0.372687704026115,-0.371691599539701,-0.425496688741722,-0.133333333333333,-0.548872180451128,-0.218958611481976,-0.0526315789473683,-0.163636363636364,-0.39117199391172
1981,-0.355239786856128,-0.349673202614379,-0.173652694610778,-0.400826446280992,-0.591166477916195,-0.459665144596651,-0.424635332252836,-0.477832512315271,-0.437625754527163,-0.489556135770235,-0.0866242038216562,-0.311230585424134,-0.378580323785803,-0.349056603773585,-0.0881226053639846,-0.523809523809524,-0.182960893854749,0.0318471337579618,-0.155963302752294,-0.298245614035088
1982,-0.355239786856128,-0.38562091503268,-0.229755178907721,-0.349112426035503,-0.578512396694215,-0.439276485788114,-0.354243542435424,-0.533661740558292,-0.44466800804829,-0.482804232804233,-0.0866242038216562,-0.334146341463415,-0.33994708994709,-0.316831683168317,-0.00404858299595133,-0.492537313432836,-0.182960893854749,0.0318471337579618,-0.155963302752294,-0.136069114470842
1983,-0.276422764227642,-0.393939393939394,-0.180698151950719,-0.27299703264095,-0.38659793814433,-0.323655913978495,-0.156626506024096,-0.44375,-0.395577395577396,-0.415123456790124,-0.129936305732484,-0.311475409836066,-0.20096463022508,-0.151761517615176,0.0350631136044882,-0.407665505226481,-0.152173913043478,0.0553745928338763,-0.155963302752294,-0.0099009900990098
1984,-0.166666666666667,-0.345029239766082,-0.199124726477024,-0.382215288611544,-0.18796992481203,-0.399497487437186,-0.0683060109289617,-0.308988764044944,-0.307142857142857,-0.234343434343434,-0.234519104084322,-0.373896595208071,-0.064030131826742,-0.318801089918256,0.00140252454417962,-0.354080221300138,-0.179487179487179,-0.022801302931596,-0.127962085308057,-0.0495049504950495
1985,-0.202702702702703,-0.338877338877339,-0.251670378619154,-0.472698907956318,-0.421412300683371,-0.53625,-0.156914893617021,-0.447761194029851,-0.364041604754829,-0.316532258064516,-0.355731225296443,-0.304444444444444,-0.196392785571142,-0.403269754768392,-0.0529891304347827,-0.302588996763754,-0.087248322147651,-0.147540983606557,-0.14,-0.0866336633663367
1986,-0.335135135135135,-0.429735234215886,-0.251670378619154,-0.472698907956318,-0.592672413793104,-0.648520710059172,-0.156914893617021,-0.5625,-0.405238828967642,-0.490787269681742,-0.50561797752809,-0.319071791153009,-0.404761904761905,-0.601769911504425,-0.0873124147339699,-0.265758091993186,-0.0948419301164725,-0.153094462540717,-0.145,-0.0798004987531171
1987,-0.397058823529412,-0.429735234215886,-0.283582089552239,-0.472698907956318,-0.620689655172414,-0.648520710059172,-0.156914893617021,-0.5625,-0.426448736998514,-0.490787269681742,-0.542725173210162,-0.319071791153009,-0.437716262975778,-0.645669291338583,-0.15530303030303,-0.265758091993186,-0.0948419301164725,-0.202453987730061,-0.145,-0.0798004987531171
1988,-0.392592592592593,-0.429735234215886,-0.251670378619154,-0.435726210350584,-0.599088838268793,-0.648520710059172,-0.129120879120879,-0.514354066985646,-0.426448736998514,-0.43389199255121,-0.542725173210162,-0.321247280638144,-0.437716262975778,-0.601769911504425,-0.212121212121212,-0.265758091993186,-0.0948419301164725,-0.276073619631902,-0.145,-0.159493670886076
1989,-0.335135135135135,-0.379157427937916,-0.169811320754717,-0.342327150084317,-0.564356435643564,-0.622617534942821,0.0309859154929577,-0.445355191256831,-0.405238828967642,-0.35181236673774,-0.614503816793893,-0.268863833477884,-0.404761904761905,-0.548469387755102,-0.212737127371274,-0.212653778558875,-0.184931506849315,-0.325153374233129,-0.2,-0.159493670886076
1990,-0.326027397260274,-0.326923076923077,-0.14975845410628,-0.327586206896552,-0.512465373961219,-0.58169014084507,0.0309859154929577,-0.409883720930232,-0.370309951060359,-0.258536585365854,-0.577405857740586,-0.268863833477884,-0.404761904761905,-0.489913544668588,-0.275524475524476,-0.170370370370371,-0.186324786324786,-0.320987654320988,-0.152173913043478,-0.17
1991,-0.300275482093664,-0.148241206030151,0.0748792270531398,-0.0568965517241379,-0.512465373961219,-0.497183098591549,0.352112676056338,-0.30188679245283,-0.198568872987478,0.120204603580563,-0.577405857740586,-0.268863833477884,0.100200400801603,-0.48695652173913,-0.282913165266106,-0.101851851851852,-0.235897435897436,-0.271604938271605,-0.130434782608696,-0.0175000000000001
1992,-0.159779614325069,0.0718085106382978,0.290953545232274,0.26,-0.336134453781513,-0.310291858678955,0.802857142857143,0.0563380281690141,0.0398550724637681,0.654731457800512,-0.554393305439331,-0.0824175824175825,0.755511022044088,-0.347826086956522,-0.306233062330623,0.0313725490196077,-0.186324786324786,-0.222222222222222,-0.0597826086956521,0.0599999999999999
1993,-0.0702247191011236,0.41764705882353,0.463659147869674,0.530612244897959,-0.120448179271709,-0.12241653418124,1.01142857142857,0.389513108614232,0.288617886178862,0.883905013192612,-0.396046852122987,0.0824175824175824,1.12877263581489,0.0191693290734824,-0.306233062330623,0.125490196078431,-0.0991452991452993,-0.151234567901235,0.0597826086956523,0.1475
1994,0.0597014925373133,0.648809523809524,0.784153005464481,1.22222222222222,0.0092592592592592,0.322175732217573,1.06451612903226,0.67479674796748,0.34639175257732,1.36675461741425,-0.1815834767642,0.335347432024169,1.40643863179074,0.592,-0.246498599439776,0.383297644539615,0.136029411764706,0.0333333333333334,0.0652173913043479,0.309895833333333
1995,0.203389830508474,0.742138364779874,0.943452380952381,1.60355029585799,0.28740157480315,0.703504043126684,1.22082018927445,0.855855855855856,0.561915887850467,1.64601769911504,-0.0276073619631901,0.412140575079872,1.98254364089776,0.817351598173516,-0.222381635581062,0.498839907192576,0.136029411764706,0.192307692307692,0.13953488372093,0.363143631436314
1996,0.443089430894309,0.978571428571429,0.943452380952381,1.56213017751479,0.841269841269841,1.12794612794613,1.22082018927445,1.02955665024631,0.731865284974093,1.95065789473684,0.200757575757576,0.246006389776358,2.68,1.21111111111111,-0.182361733931241,0.331786542923434,-0.0312500000000001,0.1,0.146198830409357,0.319783197831979
1997,0.443089430894309,0.721428571428572,0.738095238095238,1.05029585798817,0.977272727272727,1.12794612794613,1.10410094637224,1.02955665024631,0.731865284974093,1.34868421052632,0.0416666666666668,0.0670926517571885,2.68,0.772222222222222,-0.198804185351271,0.220417633410673,-0.125,0.0538461538461539,0.0818713450292397,0.235772357723577
1998,0.268292682926829,0.439285714285714,0.330357142857143,0.618343195266272,1.625,1.00673400673401,0.886435331230284,1.04433497536946,0.731865284974093,1.12828947368421,-0.0530303030303029,-0.0576923076923077,2.25538461538461,0.616666666666666,-0.123397435897436,0.187935034802784,-0.125,0.211864406779661,0.0818713450292397,0.373493975903614
1999,0.260162601626016,0.292857142857143,0.366477272727273,0.543589743589744,2.68181818181818,1.05723905723906,0.387978142076503,1.22660098522167,0.724093264248705,1.18092105263158,0.361386138613861,0.387900355871886,1.8,0.644067796610169,-0.0430292598967296,0.142857142857143,0.107142857142857,0.395454545454545,0.19375,0.466867469879518
2000,0.33739837398374,0.264285714285714,0.519886363636364,0.653846153846154,3.47159090909091,1.37037037037037,0.387978142076503,1.8423645320197,0.705958549222798,1.24013157894737,0.51980198019802,0.572953736654804,1.99692307692308,0.88135593220339,0.156370656370656,0.178571428571429,0.165966386554622,0.418181818181818,0.326923076923077,0.569277108433735
2001,0.318897637795276,0.00884955752212397,0.179775280898877,0.243144424131627,3.77272727272727,0.971988795518207,0.0583333333333336,1.5990990990991,0.469866071428572,0.931506849315069,0.777227722772277,0.572953736654804,0.571948998178506,0.824858757062147,0.298828125,0.0886597938144331,0.431767337807606,0.322033898305085,0.19375,0.239185750636132
2002,0.0459016393442625,-0.253101736972705,-0.246212121212121,-0.207792207792208,1.957805907173,0.56792873051225,-0.283676703645008,0.55,0.134146341463415,-0.112055641421947,0.676056338028169,0.0389221556886227,-0.227168949771689,0.342222222222222,0.189453125,-0.0741444866920151,0.394957983193277,0.154761904761905,0.0693641618497109,0.113207547169811
2003,-0.0362537764350452,-0.37551867219917,-0.318493150684931,-0.268,1.23248407643312,0.27536231884058,-0.357954545454545,0.253369272237197,0.026813880126183,-0.195378151260504,0.298181818181818,-0.119289340101523,-0.360113421550094,-0.0532915360501567,0.189453125,-0.151567944250871,0.259962049335863,0.0254545454545456,-0.0512820512820514,0.0283224400871459
2004,-0.101408450704225,-0.456678700361011,-0.390505359877488,-0.376136363636364,1.15596330275229,0.242088607594937,-0.357954545454545,0.128640776699029,-0.0030627871362941,-0.359531772575251,0.126182965299685,-0.205882352941177,-0.433946488294314,-0.241206030150754,0.131970260223048,-0.246130030959752,0.0744336569579286,-0.116129032258064,-0.0306122448979592,-0.0616302186878729
2005,0.087323943661972,-0.456678700361011,-0.376722817764165,-0.352272727272727,1.15596330275229,0.373417721518987,-0.325284090909091,0.128640776699029,-0.0261780104712043,-0.214046822742475,0.350157728706625,-0.178733031674208,-0.354096989966555,-0.233668341708543,0.226937269372694,-0.196594427244582,0.0744336569579286,-0.116129032258064,0.056122448979592,0.025844930417495
2006,0.126760563380282,-0.456678700361011,-0.376722817764165,-0.341801385681293,1.10919540229885,0.373417721518987,-0.325284090909091,0.128640776699029,-0.00149588631264047,-0.214046822742475,0.350157728706625,-0.0692307692307692,-0.345317725752508,-0.193467336683417,0.347349177330896,-0.0958188153310104,0.27134724857685,-0.06993006993007,0.112244897959184,0.131416837782341
