"year","ntrees","gc_m","gc_m_sd","gc_m_se","gc_md","gc_md_sd","gc_md_se","site","site_sorted"
1879,12,-63.9839264523489,50.1588936093342,14.4796253638015,-80.3331473696819,93.5275245846215,26.9990707477853,"gc_caL","2_caL"
1880,12,-63.6336790909848,54.6092379198447,15.7643291066313,-76.1043259318814,88.3612326754156,25.5076907355392,"gc_caL","2_caL"
1881,12,-66.9052694823481,60.736259356552,17.5330478445381,-76.9927904376182,86.1615731041868,24.8727037127519,"gc_caL","2_caL"
1882,12,-64.5637283179797,64.1257595102846,18.511512257626,-74.4382286150466,85.7792946230675,24.7623494207621,"gc_caL","2_caL"
1883,12,-63.1908891762553,67.7608044491808,19.5608593446201,-58.5696655674782,69.7322219291249,20.1299585509855,"gc_caL","2_caL"
1884,12,-58.3927084929984,56.1040113095708,16.1958330160992,-43.4342460996872,49.5301076279491,14.2981104859938,"gc_caL","2_caL"
1885,12,-52.5352424662771,44.0774225216042,12.7240558790165,-42.1580863538677,42.7292409730937,12.334869389042,"gc_caL","2_caL"
1886,13,-37.9423515900479,31.7645539351247,8.80990215041029,-33.0221170751607,32.5798668590673,9.03602926985823,"gc_caL","2_caL"
1887,14,-19.5294331058826,32.1718598903263,8.59829122892113,-14.9984935897221,53.3828098253472,14.2671560506971,"gc_caL","2_caL"
1888,14,-9.23834416631155,39.0995228672989,10.4497870396975,-7.01344258952967,51.4222876154842,13.7431844500922,"gc_caL","2_caL"
1889,14,-1.86916704347074,44.5785453336778,11.914117388528,-1.06710289453129,53.9565338436228,14.4204902443364,"gc_caL","2_caL"
1890,14,-1.01373600544933,44.134368473071,11.7954061291335,-4.45112221091079,43.8621059109502,11.7226408986548,"gc_caL","2_caL"
1891,14,2.24609316704977,43.2319528676171,11.5542254136987,-4.3803073512563,38.9097011049766,10.3990550397573,"gc_caL","2_caL"
1892,14,4.19654417084632,44.2540568779,11.8273942008506,-0.534293112093075,42.5780499458147,11.3794625067277,"gc_caL","2_caL"
1893,14,9.76269476876367,43.8193649894631,11.7112179068977,6.71098444188114,44.4709188257731,11.8853529943627,"gc_caL","2_caL"
1894,14,16.438726730114,38.9862862571593,10.4195232826417,12.6285170658842,35.6664908214322,9.53227063159405,"gc_caL","2_caL"
1895,14,20.8986003710807,33.2363755846791,8.8827950154291,16.6703518399393,32.6851092163751,8.73546288121165,"gc_caL","2_caL"
1896,14,17.7532963949879,29.0946691699836,7.77587741540095,15.8035696571096,29.4499684174832,7.87083513353824,"gc_caL","2_caL"
1897,14,18.2982505203972,27.6052171408085,7.37780461631461,17.8151265614025,31.1604487819493,8.32798024001226,"gc_caL","2_caL"
1898,14,21.5640388059684,27.8426766218503,7.44126833212173,20.1122732654897,30.9334559658535,8.2673138580773,"gc_caL","2_caL"
1899,14,13.6332552724197,34.9591609888746,9.34322878210299,14.7040599735856,30.5861917366054,8.1745035888967,"gc_caL","2_caL"
1900,14,12.9522549212548,34.9359853628397,9.33703483550682,13.1439737825387,34.4350538672257,9.20315526187597,"gc_caL","2_caL"
1901,14,8.70218578447158,35.7550743413516,9.55594557314068,8.64702314405857,37.6907225308597,10.0732693121741,"gc_caL","2_caL"
1902,14,3.95619120414935,38.2305861746889,10.2175539400873,1.90660878428374,42.5152869792696,11.3626883983427,"gc_caL","2_caL"
1903,14,-2.48576064843871,39.5142674210389,10.5606321842065,-7.50685229370766,48.0247257868313,12.8351478562922,"gc_caL","2_caL"
1904,14,-18.8807125456235,46.3921844913074,12.3988328421771,-21.6495896971634,52.415116495895,14.0085291296773,"gc_caL","2_caL"
1905,14,-24.4925197416036,44.4214377982,11.8721286334824,-28.3396962928694,50.1677516032074,13.4078955974272,"gc_caL","2_caL"
1906,14,-30.0984527910013,40.7266894703432,10.8846656068256,-35.1874074641763,47.432468886176,12.6768605414918,"gc_caL","2_caL"
1907,14,-31.0654410174899,37.9797347418545,10.1505110746125,-36.6467070615867,41.8226429688148,11.1775714999054,"gc_caL","2_caL"
1908,14,-40.4782961574068,33.3208067693701,8.90536019870576,-41.6505094320432,40.189258872583,10.7410312378264,"gc_caL","2_caL"
1909,15,-39.2784106198828,32.3807277948152,8.36066796582632,-36.0382620962869,31.0594769885742,8.01952247457737,"gc_caL","2_caL"
1910,15,-36.5832971443058,31.5058321688629,8.13477088656078,-30.6621694730209,27.8433644219163,7.1891257805644,"gc_caL","2_caL"
1911,15,-33.5013702994622,30.2216469046016,7.80319567709887,-28.1496843634758,30.7632431334565,7.94303522208044,"gc_caL","2_caL"
1912,15,-29.5205307715228,28.432324009353,7.34119449214649,-25.1242387872204,30.5527333336084,7.88868182547877,"gc_caL","2_caL"
1913,15,-26.3433855962011,29.2261045867495,7.54614775593314,-21.2934326758974,30.0522192386044,7.75944964184593,"gc_caL","2_caL"
1914,15,-20.7034554931098,27.8668569480627,7.19519152473275,-16.8626929021451,27.038547702298,6.98132299710899,"gc_caL","2_caL"
1915,15,-18.6198937046995,25.8685539907844,6.67923191978502,-15.5652458547782,25.4324394877006,6.56662763928616,"gc_caL","2_caL"
1916,15,-16.6613483799883,23.5906811271996,6.09108767542224,-14.4370513601405,23.6322642677101,6.10182439613426,"gc_caL","2_caL"
1917,15,-20.6571207008006,21.4536269552482,5.53930266089484,-16.2664850425317,20.8487534417853,5.38312499128127,"gc_caL","2_caL"
1918,15,-17.5285688759964,20.0215708373891,5.169547361208,-16.4484853837981,22.1612773730761,5.72201721310714,"gc_caL","2_caL"
1919,15,-15.3256926824912,25.0774782688154,6.47497704666671,-14.8608966177993,26.0457724792131,6.72498953673998,"gc_caL","2_caL"
1920,15,-15.2875418008344,25.8291294280801,6.669052541466,-15.3668050898529,26.7309671458632,6.90190603892973,"gc_caL","2_caL"
1921,15,-13.7871635168986,25.1163194676471,6.4850058010815,-14.2441232546516,26.6827016943715,6.88944395294141,"gc_caL","2_caL"
1922,15,-12.8330069279644,26.3326211488723,6.79905354477144,-13.8116617956329,23.3913022181197,6.03960826245882,"gc_caL","2_caL"
1923,15,-5.38944922192174,25.908718675991,6.6896023969124,-8.05707741707518,23.6271638574226,6.10050747586076,"gc_caL","2_caL"
1924,15,0.0720689522136784,25.2946610153867,6.53105339070366,-2.23296754327473,24.4369053059185,6.30958181884466,"gc_caL","2_caL"
1925,15,1.11589675962748,25.8656701987174,6.67848732787507,1.11442626806685,25.3983125730808,6.55781610782083,"gc_caL","2_caL"
1926,15,3.63330394067819,28.4415664309335,7.34358087513715,4.61552405229679,27.3588286050155,7.06401917059788,"gc_caL","2_caL"
1927,15,6.62746584926483,30.7991317560743,7.95230162459493,6.93148156775911,29.8414621973613,7.70503240779056,"gc_caL","2_caL"
1928,15,9.76536594044936,31.645461379361,8.17082299368767,10.7367120491696,31.2841494588999,8.07753265697222,"gc_caL","2_caL"
1929,15,8.78837457533161,31.9673228334729,8.25392726379179,7.78148491743114,32.275497841796,8.33349770878862,"gc_caL","2_caL"
1930,15,6.33383180589306,29.4854245282004,7.61310387690505,4.61442488440775,32.9985173089451,8.5201805324721,"gc_caL","2_caL"
1931,15,7.24393209057847,28.2135741037676,7.28471350939205,6.11407175616435,32.4522942402779,8.37914634258794,"gc_caL","2_caL"
1932,15,5.28682452701931,26.6859605367814,6.89028538243352,4.22806741245716,30.2602775795839,7.81317007448947,"gc_caL","2_caL"
1933,15,-7.39331838585076,23.3777854374095,6.03611824468647,-7.42862956872342,25.4801184128093,6.57893828481355,"gc_caL","2_caL"
1934,15,-9.55612905791788,20.0928281578278,5.18794592223165,-9.25498907410881,21.613469474164,5.58057382181331,"gc_caL","2_caL"
1935,15,-12.6623840137775,18.6990655817276,4.82807797251141,-13.2965446696877,20.6353758517286,5.32803113443171,"gc_caL","2_caL"
1936,15,-13.3521575016842,17.2452776649321,4.45271154646698,-13.8459634696461,20.3088407497468,5.24372013363652,"gc_caL","2_caL"
1937,15,-14.1755825322778,17.743428791115,4.5813336141737,-14.8449550690151,19.3872718643573,5.00577207060344,"gc_caL","2_caL"
1938,15,-15.823481801765,18.5488669033559,4.78929684051435,-17.3626572007405,19.2399748063089,4.96774013375231,"gc_caL","2_caL"
1939,15,-18.8138699278753,19.9138029587139,5.14172181458365,-20.2941142377259,19.8863498898457,5.13463346268174,"gc_caL","2_caL"
1940,15,-21.4917642025748,23.0790122214009,5.95897533202687,-22.4307443835721,23.6633685096579,6.10985547687161,"gc_caL","2_caL"
1941,15,-30.224201439025,25.1868909092157,6.50322726894235,-30.5220059140098,26.3189465310394,6.79552277362928,"gc_caL","2_caL"
1942,15,-37.015830219668,30.7916920048659,7.95038068909291,-37.2699469034694,31.0879151447162,8.02686517491967,"gc_caL","2_caL"
1943,15,-32.7045421664644,31.3368051969287,8.09112831007005,-36.8622714703113,35.6121939299021,9.19502893416131,"gc_caL","2_caL"
1944,15,-41.9219904621811,30.5314709899551,7.88319191195405,-44.5610215015581,33.4512974464055,8.63708786126395,"gc_caL","2_caL"
1945,15,-38.030515190484,28.5772901714565,7.37862459425253,-41.4457378568731,32.577978875164,8.4115979757738,"gc_caL","2_caL"
1946,15,-42.1516496863639,29.0357376396867,7.49699522155696,-46.7108765240367,30.941318411378,7.98901406113118,"gc_caL","2_caL"
1947,15,-46.1496701463683,28.7097391437872,7.41282277185648,-49.881584948058,29.8499457865524,7.70722286110077,"gc_caL","2_caL"
1948,15,-55.271293466711,31.3515565754558,8.09493709962801,-52.6801809116636,29.6661458687654,7.65976592639255,"gc_caL","2_caL"
1949,15,-52.5716187701696,31.3958818417167,8.10638183416432,-49.3158355100923,29.0107614241114,7.49054639042533,"gc_caL","2_caL"
1950,15,-43.8408683310684,28.7159362809059,7.41442286578012,-40.2284968486344,25.646662943975,6.621939897854,"gc_caL","2_caL"
1951,15,-33.5850586135053,27.6789006962934,7.14666142920489,-31.3726541761153,26.8329081407895,6.92822709063942,"gc_caL","2_caL"
1952,15,-22.3423308330635,26.1595091847432,6.75435622783136,-19.1301426569405,26.6817146733088,6.88918910519888,"gc_caL","2_caL"
1953,15,-18.2743237995433,24.02207101045,6.20247206432564,-14.3428995147115,26.0723321654811,6.7318472182464,"gc_caL","2_caL"
1954,15,-13.5863993325461,21.1529399012992,5.46166559740388,-12.5628448765445,23.9707783220807,6.18922834913655,"gc_caL","2_caL"
1955,15,-17.0585263096677,19.3838064976473,5.00487731676635,-14.7727445875486,21.7259105760394,5.60960598947947,"gc_caL","2_caL"
1956,15,-12.8233860649791,18.2322224893915,4.7075396043841,-9.93696853883525,22.7474127441997,5.87335671517279,"gc_caL","2_caL"
1957,15,-5.96310342467777,17.4045000967491,4.49382260158499,-5.02111426457464,21.3037119849436,5.50059478200572,"gc_caL","2_caL"
1958,15,4.97648630201278,18.152845982903,4.68704467853676,1.3215088687055,18.2805607834721,4.72002049824798,"gc_caL","2_caL"
1959,15,9.29223718318356,19.5526889013683,5.04848256590493,6.06715825902047,21.277694695548,5.49387714676955,"gc_caL","2_caL"
1960,15,8.23957106582528,23.9526939720824,6.18455899004519,6.55328130179786,26.2507882974441,6.77792439338784,"gc_caL","2_caL"
1961,15,9.56741583812294,27.2446014583533,7.0345258481507,8.98450550496305,30.0995553137468,7.77167176389268,"gc_caL","2_caL"
1962,15,6.39579948172908,31.5961987355843,8.15810343375851,4.94027105291681,31.5780440303736,8.15341590902944,"gc_caL","2_caL"
1963,15,6.47744863304154,33.9389171424159,8.76299072539268,7.26669496187677,32.9824169831223,8.51602344622009,"gc_caL","2_caL"
1964,15,13.1505807291496,37.7932474674345,9.7581745360313,15.1239824937085,35.5421772150321,9.17695069611814,"gc_caL","2_caL"
1965,15,18.1868249685241,38.8714772692287,10.0365722737469,19.5622717174533,36.7152750629306,9.47984325801031,"gc_caL","2_caL"
1966,15,19.2942595774819,36.5728651479854,9.44307317608248,20.5921141167281,38.7132262207334,9.99571202872405,"gc_caL","2_caL"
1967,15,15.6662708698232,33.4282877084859,8.63114677247974,18.6727368347863,35.246603328805,9.10063384685605,"gc_caL","2_caL"
1968,15,13.0376817408495,31.1102825742269,8.03264042038585,16.3290192085376,31.0163028439096,8.00837495835918,"gc_caL","2_caL"
1969,15,10.0427860361794,27.4900914817369,7.09791109963235,13.2724790600422,27.8143287466799,7.18162880145529,"gc_caL","2_caL"
1970,15,8.51928960240101,21.0879114603586,5.44487532615104,9.63584999516583,19.8244267562718,5.1186449783433,"gc_caL","2_caL"
1971,15,5.32521863051372,17.8965086454159,4.62085866259685,5.85663538331706,19.1166616142178,4.9359008044632,"gc_caL","2_caL"
1972,15,8.35403659243011,15.6913522682625,4.05148973429697,10.7469863499871,20.0405526673075,5.17444844861829,"gc_caL","2_caL"
1973,15,6.36368876373504,14.4717776905217,3.73659693236043,7.80926446557796,19.9327919074074,5.14662474005378,"gc_caL","2_caL"
1974,15,2.06714383648102,17.4015943179728,4.49307233273109,2.90152509416687,21.6104503752761,5.57979429383242,"gc_caL","2_caL"
1975,15,-0.67054211453465,17.5752455715179,4.53790889359964,0.501076688218732,21.7497268717128,5.61575533058023,"gc_caL","2_caL"
1976,15,-4.75281803504365,16.1224485946317,4.16279832713958,-3.00723336498545,19.713970507816,5.09012529762636,"gc_caL","2_caL"
1977,15,-0.898951074442839,16.5395649596415,4.27049730948049,0.499430303385634,19.1883212949204,4.95440325446024,"gc_caL","2_caL"
1978,15,-1.26086936515571,16.6552248482431,4.3003605643057,1.13261009729992,19.3871403622753,5.00573811691186,"gc_caL","2_caL"
1979,15,-0.924473592269438,17.4447234831886,4.50420823530552,1.71353937429176,22.5435954807455,5.8207313240376,"gc_caL","2_caL"
1980,15,1.60098874471995,17.8370151295533,4.60549750285398,4.65834950519166,23.3780925655275,6.03619754482556,"gc_caL","2_caL"
1981,15,3.2349967016908,17.5469640609922,4.53060663898152,6.41215999093205,22.8589672476262,5.90215996410381,"gc_caL","2_caL"
1982,15,-1.01254237585027,17.1500282798259,4.42811826098347,0.303599660904242,22.4651136518658,5.80046740295554,"gc_caL","2_caL"
1983,15,-0.846204799193261,15.9478936309211,4.11772842930965,-0.602699941639,19.1778540640702,4.951700627076,"gc_caL","2_caL"
1984,15,-2.41613536373936,15.6268495738902,4.03483521022434,-1.46723641000747,16.7493975164534,4.32467584268213,"gc_caL","2_caL"
1985,15,-3.67086705860765,14.0513048340781,3.62803130765788,-0.599880605232551,18.1872248868103,4.69592127335636,"gc_caL","2_caL"
1986,15,0.850858082122429,13.0768515020067,3.37642853920664,3.41883560293362,17.1680730505078,4.43277740073926,"gc_caL","2_caL"
1987,15,-2.56990475063121,14.2747874313876,3.685734266161,-1.63476504710768,19.1699849777865,4.94966883773424,"gc_caL","2_caL"
1988,15,-7.73288506067514,16.3818235501145,4.22976865267345,-9.33815115124137,27.387086646457,7.0713153655245,"gc_caL","2_caL"
1989,15,-11.7323430319835,16.9661403295494,4.3806385963842,-14.359454832204,24.5002915987614,6.32594808928189,"gc_caL","2_caL"
1990,15,-14.4806930467788,19.4621583212009,5.02510767061755,-16.103139200553,24.4630346300048,6.31632838131359,"gc_caL","2_caL"
1991,15,-18.3051208991576,20.357614005799,5.25631333419857,-20.6455848395512,25.1173185118528,6.48526375318622,"gc_caL","2_caL"
1992,15,-14.3831102060449,20.6832532511689,5.34039302581117,-17.4366633706095,23.0536785789839,5.95243421368154,"gc_caL","2_caL"
1993,15,-10.8350318843615,20.3507435648336,5.25453939396921,-13.3981027151242,24.9290995272806,6.43666582034034,"gc_caL","2_caL"
1994,15,-1.16100611047447,17.9146551991235,4.62554408261689,-3.1756944814325,22.129439168209,5.71379662395889,"gc_caL","2_caL"
1995,15,8.02377451409565,18.7578391462087,4.84325324160693,4.158382982633,22.1472145878976,5.71838621758729,"gc_caL","2_caL"
1996,15,5.14630728790116,17.2596668610164,4.4564268209203,2.14978758241669,21.8384038900049,5.63865163824934,"gc_caL","2_caL"
1997,15,4.9199886152823,15.7496926842739,4.06655316493852,2.15920146645309,18.2828758559544,4.7206182473926,"gc_caL","2_caL"
1998,15,10.3782877563356,16.3735444500262,4.22763099822255,8.56972894755399,20.2533254202646,5.22938613720028,"gc_caL","2_caL"
1999,15,18.246320394787,18.9801178273782,4.90064535029935,19.1213696926755,21.1319247204488,5.45623950104047,"gc_caL","2_caL"
2000,15,22.7645322318878,20.4455022160282,5.27900597250161,21.248079468761,23.6460689015494,6.10538873726494,"gc_caL","2_caL"
2001,15,30.9401639115506,20.4751144361091,5.28665181484944,31.318136910665,22.3237243355718,5.76396083846633,"gc_caL","2_caL"
2002,15,28.7604321520969,21.3645854455569,5.51631224195114,31.0276438448684,25.5338115838475,6.59280180196263,"gc_caL","2_caL"
2003,15,26.3474058563604,19.589956732561,5.05810507854217,28.0393512590632,20.5662303362858,5.31017783911338,"gc_caL","2_caL"
2004,15,18.354197476759,19.6239031378486,5.06687000269833,18.1012209801978,18.2366014643118,4.70867025084675,"gc_caL","2_caL"
2005,15,12.5050388824057,18.9624769916304,4.89609050609505,12.3475271548701,18.6817488170548,4.82360680309888,"gc_caL","2_caL"
2006,15,14.8931615647021,18.5910021569794,4.80017611621916,13.866983206853,19.049227970592,4.91848951254742,"gc_caL","2_caL"
1829,2,37.8091235869929,52.4871517129145,37.1140209013689,70.5448093775747,97.3039785207617,68.8043030484608,"gc_caH","1_caH"
1830,2,32.2709726107502,47.0324689066091,33.2569776998088,58.7614959106797,82.2062325872948,58.1285845182747,"gc_caH","1_caH"
1831,2,24.683227480971,46.7158049439702,33.0330624644694,21.060202707037,47.1344797657504,33.3291102700622,"gc_caH","1_caH"
1832,2,11.3801157142561,36.8840620809012,26.0809704151109,-1.31236758789783,36.9293665980859,26.1130055464305,"gc_caH","1_caH"
1833,2,4.99141814071733,25.7820543340762,18.2306654525453,-2.19539096967991,35.6805829556772,25.2299821646485,"gc_caH","1_caH"
1834,2,0.723002973190158,15.8584847346359,11.2136420952044,0.0176563024171434,17.2091739885152,12.1687236258983,"gc_caH","1_caH"
1835,2,-0.876583142652244,0.902422932072503,0.638109374766714,-0.547510365786144,1.60253293175883,1.13316190312143,"gc_caH","1_caH"
1836,2,1.03245007680491,10.5270386275956,7.44374039938556,1.15312634288767,11.4951673483053,8.12831078286083,"gc_caH","1_caH"
1837,3,31.7747968721564,45.1013742757661,26.0392905789356,33.7595123184241,52.3881799278709,30.2463297837108,"gc_caH","1_caH"
1838,3,34.1716375682483,58.7763865610154,33.9345626029957,38.1221626179206,72.9486478999102,42.1169215020324,"gc_caH","1_caH"
1839,4,24.967969470024,44.8059470653323,22.4029735326661,30.9031904548241,61.8426579647784,30.9213289823892,"gc_caH","1_caH"
1840,5,18.6984753473301,35.2485863651559,15.7636470446522,19.2867928814372,48.4734603645321,21.6779904959471,"gc_caH","1_caH"
1841,6,16.8953401876627,23.5263259224213,9.60458233872414,19.976949996656,31.4636383901683,12.8449765845594,"gc_caH","1_caH"
1842,6,9.94985439830688,18.5759986179477,7.58361967943624,14.9601042895575,23.2284865478069,9.48298992320503,"gc_caH","1_caH"
1843,6,4.49495625175677,17.5447896989142,7.1626304011297,4.78428235851882,17.6108811827297,7.18961213641163,"gc_caH","1_caH"
1844,7,-18.8659907936642,59.8782820807458,22.6318633313469,-25.6379449022908,58.1732142242003,21.9874082575028,"gc_caH","1_caH"
1845,7,-16.3761653230444,54.5311063679871,20.6108208809864,-29.2937787591364,67.4433944654176,25.491207047075,"gc_caH","1_caH"
1846,7,-17.3615440234951,55.9879829907402,21.1614684859447,-29.9612383102521,67.3757913036794,25.4656554536748,"gc_caH","1_caH"
1847,7,-26.4524614392306,64.0231822755029,24.1984883491341,-33.1307967594793,67.4474417827376,25.4927367892329,"gc_caH","1_caH"
1848,7,-23.2379855634028,66.3468172248598,25.0767398082337,-26.2606103495609,62.8380979266099,23.7505685677333,"gc_caH","1_caH"
1849,7,-14.2616670852195,58.374336059801,22.0634251661062,-9.87437749868894,61.5646100000435,23.2692353746851,"gc_caH","1_caH"
1850,7,0.00475253502552692,36.7369026950568,13.8852440671284,4.43802454961639,37.4737497154404,14.1637460628761,"gc_caH","1_caH"
1851,7,9.91388849818323,28.8703284747084,10.9119584875464,9.73443242400836,33.1200879522242,12.5182165888817,"gc_caH","1_caH"
1852,7,19.5066144554754,28.2016380993492,10.6592172822175,16.4879920067235,28.9391123593128,10.9379563522425,"gc_caH","1_caH"
1853,8,26.4753289267757,25.2295905761692,8.92000729148472,24.606446020747,26.5918344585366,9.40163323491068,"gc_caH","1_caH"
1854,8,24.3919102018722,22.648816515178,8.0075658718661,28.7081822354511,24.5552495936781,8.68159175070901,"gc_caH","1_caH"
1855,8,21.1165243586321,22.0250240503469,7.78702193089856,29.2493543649932,30.2736836352788,10.7033634950009,"gc_caH","1_caH"
1856,9,11.5423124400491,29.2436794907621,9.74789316358737,17.1846010381887,39.6226512805925,13.2075504268642,"gc_caH","1_caH"
1857,9,12.7937968446465,29.9242543759245,9.97475145864151,15.0725164428081,40.0230744223646,13.3410248074549,"gc_caH","1_caH"
1858,9,8.96875011967187,31.9486841802687,10.6495613934229,11.5714493420298,36.3855116946386,12.1285038982129,"gc_caH","1_caH"
1859,9,5.44476316768279,30.6240927301697,10.2080309100566,4.51313766988873,35.6412636810362,11.8804212270121,"gc_caH","1_caH"
1860,9,-4.09302806122988,18.2524577151722,6.08415257172408,-6.60904056385613,20.290965393423,6.763655131141,"gc_caH","1_caH"
1861,9,-11.8241581087228,16.2102057447701,5.40340191492336,-11.7526647051261,17.9519979951577,5.98399933171922,"gc_caH","1_caH"
1862,9,-15.5432829602614,19.6703869282417,6.55679564274725,-16.8647816512024,19.256753091722,6.41891769724066,"gc_caH","1_caH"
1863,10,-25.215436221747,23.4040326726887,7.40100496786944,-26.3735860932139,26.6871899160704,8.43923044842603,"gc_caH","1_caH"
1864,10,-27.8319789155576,27.9721572497293,8.84557279775361,-28.1210548814687,26.331198354477,8.32665603218249,"gc_caH","1_caH"
1865,10,-31.2069625878975,27.9108683390511,8.82619154244822,-32.2456570418002,24.2429688549363,7.6662998826123,"gc_caH","1_caH"
1866,10,-36.6849732411276,29.1512798708443,9.21844411008871,-36.8748899100431,24.5092586985798,7.75050812498064,"gc_caH","1_caH"
1867,10,-36.5501609859973,29.4499726956906,9.31289907481511,-39.4627838060795,28.6554468627161,9.06164794561091,"gc_caH","1_caH"
1868,11,-40.6310161453313,26.0458412817108,7.85311662550764,-44.5668796122578,25.7548347245014,7.76537484716249,"gc_caH","1_caH"
1869,11,-49.7658243753676,28.9154298519256,8.71833013369811,-52.1852689471878,32.8045689920241,9.89094970507919,"gc_caH","1_caH"
1870,11,-48.9435569085082,30.3857041592684,9.16163451700317,-52.8033786778948,33.5916865202261,10.1282745693481,"gc_caH","1_caH"
1871,11,-44.8773003263224,29.1034587881277,8.77502299107192,-53.1652994991461,33.4662443767726,10.0904523400087,"gc_caH","1_caH"
1872,11,-54.1202740947877,33.8329332182348,10.2010131856397,-55.1325669044978,38.5681225097628,11.6287264757585,"gc_caH","1_caH"
1873,11,-50.9628501765333,33.1074356842739,9.98226744868727,-52.0416246868249,36.5280379472429,11.0136178362608,"gc_caH","1_caH"
1874,11,-42.367756338702,30.9297210696746,9.32566178713279,-46.9559917384398,36.0690198769225,10.875218680693,"gc_caH","1_caH"
1875,12,-31.4988092709608,20.6046755790277,5.94805749605828,-37.3798897691992,25.6689303834051,7.40998193333434,"gc_caH","1_caH"
1876,12,-26.8910471139334,14.1505495205502,4.0849117874354,-32.7564942082187,20.0997752263148,5.8023053187819,"gc_caH","1_caH"
1877,12,-25.9782732109888,15.7055517396663,4.53380226233395,-25.7473894055414,20.1347602375402,5.81240462160622,"gc_caH","1_caH"
1878,12,-20.6872264763367,15.8366323284426,4.57164196894172,-17.9421820487983,18.6621206493239,5.38729019026821,"gc_caH","1_caH"
1879,12,-11.1932238194715,19.231946829392,5.55178483949503,-9.55083826210873,20.1126114375353,5.80601081378368,"gc_caH","1_caH"
