"","id","varname","month","coef","significant","ci_lower","ci_upper","site","sig","month_name"
"38",19,"spei6.mean","SEP...NOV",0.273565186770911,TRUE,0.0174438680333852,0.472222676507084,"caH","*","Autumn"
"39",1,"spei6","Sep",-0.137285157882374,FALSE,-0.470267792559885,0.204624182280231,"caL","","Sep"
"40",2,"spei6","Oct",-0.0669298094934384,FALSE,-0.366086628945822,0.266370610408065,"caL","","Oct"
"41",3,"spei6","Nov",0.0281913535822494,FALSE,-0.306761937355746,0.334478042584033,"caL","","Nov"
"42",4,"spei6","Dec",0.226416862478072,FALSE,-0.0900372338768566,0.491557515722059,"caL","","Dec"
"43",5,"spei6","JAN",0.32646504219767,TRUE,0.0273558301679271,0.570676879846432,"caL","*","JAN"
"44",6,"spei6","FEB",0.297914883321172,FALSE,-0.0281389824804667,0.563524746595708,"caL","","FEB"
"45",7,"spei6","MAR",0.313747365058188,FALSE,-0.00398426952409989,0.572824375521418,"caL","","MAR"
"46",8,"spei6","APR",0.377564484447836,TRUE,0.0619586125080686,0.627092904889891,"caL","*","APR"
"47",9,"spei6","MAY",0.420231134061267,TRUE,0.111040645890303,0.650350087344551,"caL","*","MAY"
"48",10,"spei6","JUN",0.39433017233868,TRUE,0.0969207978277735,0.620408413544292,"caL","*","JUN"
"49",11,"spei6","JUL",0.359167188739318,TRUE,0.10621254158582,0.565122491207368,"caL","*","JUL"
"50",12,"spei6","AUG",0.403452218937257,TRUE,0.193491535398133,0.574349133163526,"caL","*","AUG"
"51",13,"spei6","SEP",0.298747728328555,TRUE,0.0723566282520622,0.480978831438386,"caL","*","SEP"
"52",14,"spei6","OCT",0.0976275916132055,FALSE,-0.134006572194813,0.31392002293405,"caL","","OCT"
"53",15,"spei6.mean","sep...AUG",0.366511661173039,TRUE,0.0409145145397964,0.654913857878154,"caL","*","Hydrol"
"54",16,"spei6.mean","dec...FEB",0.301554174550058,FALSE,-0.00500813501130862,0.553695419751346,"caL","","Winter"
"55",17,"spei6.mean","MAR...MAY",0.386040979325803,TRUE,0.0589569231875272,0.636160255646797,"caL","*","Spring"
"56",18,"spei6.mean","JUN...AUG",0.409029370602519,TRUE,0.158351594850293,0.606076139787325,"caL","*","Summer"
"57",19,"spei6.mean","SEP...NOV",0.151739356016762,FALSE,-0.0741018193684252,0.360217025989908,"caL","","Autumn"
