"vb","value","date"
"TM4",12.2,1964-09-30
"PM1",1,1964-09-30
"TM1",14.7,1964-10-31
"TM2",8.4,1964-10-31
"TM3",22.8,1964-10-31
"TM4",1.4,1964-10-31
"PM1",11.7,1964-10-31
"TM1",10.4,1964-11-30
"TM2",5.2,1964-11-30
"TM3",18.2,1964-11-30
"TM4",0.2,1964-11-30
"PM1",66.9,1964-11-30
"TM1",6,1964-12-31
"TM2",2,1964-12-31
"TM3",11.4,1964-12-31
"TM4",-4.2,1964-12-31
"PM1",50.7,1964-12-31
"TM1",6.8,1965-01-31
"TM3",11.7,1965-01-31
"PM1",46.3,1965-01-31
"TM3",12.3,1965-02-28
"PM1",32.6,1965-02-28
"TM1",11.3,1965-03-31
"TM2",5.5,1965-03-31
"TM3",17.3,1965-03-31
"PM1",34.9,1965-03-31
"TM1",13.5,1965-04-30
"TM2",6.1,1965-04-30
"TM3",20.4,1965-04-30
"PM1",7.8,1965-04-30
"TM1",20,1965-05-31
"TM2",11.7,1965-05-31
"TM3",28,1965-05-31
"PM1",6,1965-05-31
"TM1",24.1,1965-06-30
"TM2",16.6,1965-06-30
"TM3",31.5,1965-06-30
"PM1",21.1,1965-06-30
"TM1",24.5,1965-07-31
"TM2",15.7,1965-07-31
"TM3",32.8,1965-07-31
"PM1",0,1965-07-31
"TM1",24.8,1965-08-31
"TM2",17,1965-08-31
"TM3",32.5,1965-08-31
"TM4",9.5,1965-08-31
"PM1",0,1965-08-31
"TM1",18,1965-09-30
"TM2",11.9,1965-09-30
"TM3",25.1,1965-09-30
"PM1",72.9,1965-09-30
"TM1",14.8,1965-10-31
"TM2",9.8,1965-10-31
"TM3",20.5,1965-10-31
"PM1",79.5,1965-10-31
"TM1",9.9,1965-11-30
"TM2",6.5,1965-11-30
"TM3",14.4,1965-11-30
"PM1",106.7,1965-11-30
"TM1",7.7,1965-12-31
"TM2",4.4,1965-12-31
"TM3",12.5,1965-12-31
"PM1",39.7,1965-12-31
"TM1",8.8,1966-01-31
"TM2",5.3,1966-01-31
"TM3",13.5,1966-01-31
"PM1",118.4,1966-01-31
"TM1",10,1966-02-28
"TM2",5.7,1966-02-28
"TM3",15.4,1966-02-28
"PM1",81.2,1966-02-28
"TM1",10,1966-03-31
"TM2",3.6,1966-03-31
"TM3",17.4,1966-03-31
"PM1",11.7,1966-03-31
"TM1",12.7,1966-04-30
"TM2",6.2,1966-04-30
"TM3",18.6,1966-04-30
"PM1",53.2,1966-04-30
"TM1",17.8,1966-05-31
"TM2",10.1,1966-05-31
"TM3",24.6,1966-05-31
"TM1",21.1,1966-06-30
"TM2",13.3,1966-06-30
"TM3",27.8,1966-06-30
"TM4",5.5,1966-06-30
"PM1",3.4,1966-06-30
"TM1",25,1966-07-31
"TM2",16.6,1966-07-31
"TM3",32.1,1966-07-31
"PM1",11.4,1966-07-31
"TM1",24.9,1966-08-31
"TM2",17.6,1966-08-31
"TM3",32.1,1966-08-31
"PM1",5.4,1966-08-31
"PM1",18.2,1966-09-30
"TM1",13.4,1966-10-31
"TM2",9,1966-10-31
"TM3",19.3,1966-10-31
"PM1",91.9,1966-10-31
"TM1",7.1,1966-11-30
"TM2",2.6,1966-11-30
"TM3",13.3,1966-11-30
"PM1",17.6,1966-11-30
"PM1",5.8,1966-12-31
"TM1",6.8,1967-01-31
"TM2",2.4,1967-01-31
"TM3",13.1,1967-01-31
"TM4",-3.5,1967-01-31
"PM1",32.6,1967-01-31
"TM1",7.9,1967-02-28
"TM2",3.2,1967-02-28
"TM3",14,1967-02-28
"TM4",-1.1,1967-02-28
"PM1",74.8,1967-02-28
"TM1",11.9,1967-03-31
"TM2",6.4,1967-03-31
"TM3",18.8,1967-03-31
"TM4",-0.2,1967-03-31
"PM1",38.5,1967-03-31
"TM1",11.6,1967-04-30
"TM2",5.9,1967-04-30
"TM3",17.8,1967-04-30
"TM1",16.1,1967-05-31
"TM2",9.9,1967-05-31
"TM3",22.3,1967-05-31
"TM4",0.8,1967-05-31
"PM1",196.4,1967-05-31
"TM1",19.5,1967-06-30
"TM2",12.9,1967-06-30
"TM3",25.8,1967-06-30
"TM4",9,1967-06-30
"PM1",70.6,1967-06-30
"TM1",26.2,1967-07-31
"TM2",17.3,1967-07-31
"TM3",33.8,1967-07-31
"TM4",7.6,1967-07-31
"PM1",0.4,1967-07-31
"TM1",24.9,1967-08-31
"TM2",17.7,1967-08-31
"TM3",32.6,1967-08-31
"TM4",13.2,1967-08-31
"PM1",0,1967-08-31
"TM2",17.5,1968-08-31
"TM3",32.4,1968-08-31
"TM2",17.2,1969-08-31
"TM3",31.7,1969-08-31
"TM2",17.5,1970-08-31
"TM3",31.9,1970-08-31
"TM2",17.6,1971-08-31
"TM3",31.8,1971-08-31
"TM2",18.2,1972-08-31
"TM3",32.2,1972-08-31
"TM1",11.3,1972-11-30
"TM2",6.3,1972-11-30
"TM3",16.4,1972-11-30
"TM4",2.8,1972-11-30
"PM1",22.7,1972-11-30
"TM1",7,1972-12-31
"TM2",2,1972-12-31
"TM3",12,1972-12-31
"TM4",-1.4,1972-12-31
"PM1",37.5,1972-12-31
"TM1",6.7,1973-01-31
"TM2",1.5,1973-01-31
"TM3",11.8,1973-01-31
"TM4",-1.5,1973-01-31
"PM1",41.5,1973-01-31
"TM1",6.7,1973-02-28
"TM2",1.2,1973-02-28
"TM3",12.1,1973-02-28
"TM4",-3.1,1973-02-28
"PM1",32.6,1973-02-28
"TM1",9.3,1973-03-31
"TM2",3.4,1973-03-31
"TM3",15.1,1973-03-31
"TM4",0,1973-03-31
"PM1",57.1,1973-03-31
"TM1",12.6,1973-04-30
"TM2",5.5,1973-04-30
"TM3",19.6,1973-04-30
"TM4",-0.5,1973-04-30
"PM1",19.5,1973-04-30
"TM1",17.4,1973-05-31
"TM2",10.4,1973-05-31
"TM3",24.3,1973-05-31
"TM4",4.4,1973-05-31
"PM1",62.8,1973-05-31
"TM1",20.4,1973-06-30
"TM2",13.2,1973-06-30
"TM3",27.6,1973-06-30
"TM4",8.4,1973-06-30
"PM1",31.2,1973-06-30
"TM1",24.2,1973-07-31
"TM2",16.3,1973-07-31
"TM3",32.1,1973-07-31
"TM4",11.2,1973-07-31
"PM1",0,1973-07-31
"TM1",25.9,1973-08-31
"TM2",17.8,1973-08-31
"TM3",34,1973-08-31
"TM4",13.5,1973-08-31
"PM1",1.7,1973-08-31
"TM1",21.9,1973-09-30
"TM2",14.2,1973-09-30
"TM3",29.5,1973-09-30
"TM4",7.5,1973-09-30
"PM1",0.1,1973-09-30
"TM1",15,1973-10-31
"TM2",8.8,1973-10-31
"TM3",21.1,1973-10-31
"TM4",3,1973-10-31
"PM1",76.1,1973-10-31
"TM1",12.1,1973-11-30
"TM2",6.5,1973-11-30
"TM3",17.7,1973-11-30
"TM4",2.4,1973-11-30
"PM1",16.9,1973-11-30
"TM1",6.1,1973-12-31
"TM2",1.3,1973-12-31
"TM3",10.8,1973-12-31
"TM4",-4.8,1973-12-31
"PM1",74.5,1973-12-31
"TM1",8.6,1974-01-31
"TM2",3.5,1974-01-31
"TM3",13.6,1974-01-31
"TM4",-1,1974-01-31
"PM1",25.4,1974-01-31
"TM1",6.5,1974-02-28
"TM2",1.5,1974-02-28
"TM3",11.4,1974-02-28
"TM4",-1.6,1974-02-28
"PM1",56.3,1974-02-28
"TM1",8.9,1974-03-31
"TM2",3.2,1974-03-31
"TM3",14.5,1974-03-31
"TM4",-2.2,1974-03-31
"PM1",29.1,1974-03-31
"TM1",9.6,1974-04-30
"TM2",4.8,1974-04-30
"TM3",14.4,1974-04-30
"TM4",1.2,1974-04-30
"PM1",108.8,1974-04-30
"TM1",17.4,1974-05-31
"TM2",10.6,1974-05-31
"TM3",24.3,1974-05-31
"TM4",4,1974-05-31
"PM1",8.8,1974-05-31
"TM1",20.3,1974-06-30
"TM2",13.4,1974-06-30
"TM3",27.3,1974-06-30
"TM4",9,1974-06-30
"PM1",21.7,1974-06-30
"TM1",25.4,1974-07-31
"TM2",17.6,1974-07-31
"TM3",33.1,1974-07-31
"TM4",13.8,1974-07-31
"PM1",0,1974-07-31
"TM1",25,1974-08-31
"TM2",17,1974-08-31
"TM3",33.1,1974-08-31
"TM4",9.5,1974-08-31
"PM1",0,1974-08-31
"TM1",21.1,1974-09-30
"TM2",13.3,1974-09-30
"TM3",28.8,1974-09-30
"TM4",7.2,1974-09-30
"PM1",3.5,1974-09-30
"TM1",13.5,1974-10-31
"TM2",7.2,1974-10-31
"TM3",19.7,1974-10-31
"TM4",0,1974-10-31
"PM1",38.9,1974-10-31
"TM1",11.4,1974-11-30
"TM2",5.4,1974-11-30
"TM3",17.4,1974-11-30
"TM4",0.7,1974-11-30
"PM1",13.8,1974-11-30
"TM1",9.3,1974-12-31
"TM2",3,1974-12-31
"TM3",15.6,1974-12-31
"TM4",-1,1974-12-31
"PM1",0.6,1974-12-31
"TM1",8,1975-01-31
"TM2",2.2,1975-01-31
"TM3",13.8,1975-01-31
"TM4",-2,1975-01-31
"PM1",19.9,1975-01-31
"TM1",9.1,1975-02-28
"TM2",4,1975-02-28
"TM3",14.1,1975-02-28
"TM4",1.5,1975-02-28
"PM1",44.6,1975-02-28
"TM1",7.9,1975-03-31
"TM2",3,1975-03-31
"TM3",12.8,1975-03-31
"TM4",-0.5,1975-03-31
"PM1",107.8,1975-03-31
"TM1",11.9,1975-04-30
"TM2",5.9,1975-04-30
"TM3",17.9,1975-04-30
"TM4",0,1975-04-30
"PM1",49.1,1975-04-30
"TM1",13.8,1975-05-31
"TM2",7.9,1975-05-31
"TM3",19.7,1975-05-31
"TM4",4.2,1975-05-31
"PM1",67.4,1975-05-31
"TM1",19.3,1975-06-30
"TM2",12.4,1975-06-30
"TM3",26.2,1975-06-30
"TM4",7.4,1975-06-30
"PM1",47.7,1975-06-30
"TM1",26.8,1975-07-31
"TM2",18.1,1975-07-31
"TM3",35.6,1975-07-31
"TM4",14,1975-07-31
"PM1",0,1975-07-31
"TM1",25.7,1975-08-31
"TM2",17.9,1975-08-31
"TM3",33.6,1975-08-31
"TM4",13,1975-08-31
"PM1",4.8,1975-08-31
"TM1",19.9,1975-09-30
"TM2",12.6,1975-09-30
"TM3",27.1,1975-09-30
"TM4",7.6,1975-09-30
"PM1",3.3,1975-09-30
"TM1",17,1975-10-31
"TM2",9.7,1975-10-31
"TM3",24.2,1975-10-31
"TM4",3.6,1975-10-31
"PM1",11.6,1975-10-31
"TM1",10.3,1975-11-30
"TM2",4.5,1975-11-30
"TM3",16,1975-11-30
"TM4",-0.6,1975-11-30
"PM1",16.4,1975-11-30
"TM1",6.7,1975-12-31
"TM2",2,1975-12-31
"TM3",11.5,1975-12-31
"TM4",-1,1975-12-31
"PM1",46.7,1975-12-31
"TM1",6.8,1976-01-31
"TM2",0.7,1976-01-31
"TM3",12.9,1976-01-31
"TM4",-5,1976-01-31
"PM1",44.1,1976-01-31
"TM1",8.3,1976-02-29
"TM2",3.4,1976-02-29
"TM3",13.1,1976-02-29
"TM4",0,1976-02-29
"PM1",34.7,1976-02-29
"TM1",9.5,1976-03-31
"TM2",3.4,1976-03-31
"TM3",15.4,1976-03-31
"TM4",0,1976-03-31
"PM1",32.6,1976-03-31
"TM1",10.2,1976-04-30
"TM2",5.6,1976-04-30
"TM3",14.8,1976-04-30
"TM4",2,1976-04-30
"PM1",110.7,1976-04-30
"TM1",16.6,1976-05-31
"TM2",10.2,1976-05-31
"TM3",22.9,1976-05-31
"TM4",5,1976-05-31
"PM1",40.7,1976-05-31
"TM1",22,1976-06-30
"TM2",14.3,1976-06-30
"TM3",29.7,1976-06-30
"TM4",10.2,1976-06-30
"PM1",8.1,1976-06-30
"TM1",24.4,1976-07-31
"TM2",17.1,1976-07-31
"TM3",31.6,1976-07-31
"TM4",13.8,1976-07-31
"PM1",6.5,1976-07-31
"TM1",24.7,1976-08-31
"TM2",17.2,1976-08-31
"TM3",32.2,1976-08-31
"TM4",12.5,1976-08-31
"PM1",2.1,1976-08-31
"TM1",19.4,1976-09-30
"TM2",12.8,1976-09-30
"TM3",26,1976-09-30
"TM4",8.4,1976-09-30
"PM1",21.5,1976-09-30
"TM1",12.7,1976-10-31
"TM2",7.8,1976-10-31
"TM3",17.7,1976-10-31
"TM4",3,1976-10-31
"PM1",94,1976-10-31
"TM1",8.1,1976-11-30
"TM2",2.4,1976-11-30
"TM3",13.7,1976-11-30
"TM4",-2,1976-11-30
"PM1",37.9,1976-11-30
"TM1",8.3,1976-12-31
"TM2",4.4,1976-12-31
"TM3",12.1,1976-12-31
"TM4",-3,1976-12-31
"PM1",177.4,1976-12-31
"TM1",7.4,1977-01-31
"TM2",3.9,1977-01-31
"TM3",10.9,1977-01-31
"TM4",-1,1977-01-31
"TM2",20.2,1977-08-31
"TM3",34.8,1977-08-31
"TM3",35.5,1978-08-31
"TM1",11.1,1986-02-28
"TM2",3.7,1987-01-31
"TM1",11.7,1987-02-28
"TM1",11.6,1988-02-29
"TM2",2.8,1989-01-31
"TM1",22.3,1989-06-30
"TM3",29.5,1989-06-30
"TM3",18.3,1989-12-31
"TM1",6.7,1990-01-31
"TM2",2.3,1990-01-31
"TM3",11,1990-01-31
"TM4",-0.6,1990-01-31
"PM1",40,1990-01-31
"TM1",12.1,1990-02-28
"TM2",5.8,1990-02-28
"TM3",18.5,1990-02-28
"TM4",2,1990-02-28
"PM1",0,1990-02-28
"TM1",9,1990-03-31
"PM1",36.9,1990-03-31
"TM1",12.1,1990-04-30
"TM2",6.7,1990-04-30
"TM3",17.6,1990-04-30
"TM4",1.2,1990-04-30
"PM1",90.2,1990-04-30
"TM1",17.9,1990-05-31
"TM2",11.5,1990-05-31
"TM3",24.3,1990-05-31
"TM4",7.2,1990-05-31
"PM1",33.7,1990-05-31
"TM1",23.1,1990-06-30
"TM2",15.6,1990-06-30
"TM3",30.7,1990-06-30
"TM4",12.4,1990-06-30
"PM1",0,1990-06-30
"TM1",26.6,1990-07-31
"TM2",19.4,1990-07-31
"TM3",33.8,1990-07-31
"TM4",15.4,1990-07-31
"PM1",1.7,1990-07-31
"TM1",23.4,1990-09-30
"TM2",17.5,1990-09-30
"TM3",29.4,1990-09-30
"TM4",13.8,1990-09-30
"PM1",33,1990-09-30
"TM1",15.3,1990-10-31
"TM2",10.8,1990-10-31
"TM3",19.7,1990-10-31
"TM4",6.8,1990-10-31
"PM1",66.9,1990-10-31
"TM1",10.7,1990-11-30
"TM2",6,1990-11-30
"TM3",15.5,1990-11-30
"TM4",-0.2,1990-11-30
"PM1",50.9,1990-11-30
"TM1",6.7,1990-12-31
"TM2",2.9,1990-12-31
"TM3",10.6,1990-12-31
"TM4",-1.8,1990-12-31
"PM1",23.9,1990-12-31
"TM1",6.7,1991-01-31
"TM2",2.3,1991-01-31
"TM3",11.2,1991-01-31
"TM4",-3,1991-01-31
"PM1",3.6,1991-01-31
"TM1",6.7,1991-02-28
"TM2",2.5,1991-02-28
"TM3",11,1991-02-28
"TM4",-1.8,1991-02-28
"PM1",53.3,1991-02-28
"TM1",10.5,1991-03-31
"TM2",6,1991-03-31
"TM3",15,1991-03-31
"TM4",2,1991-03-31
"PM1",52.4,1991-03-31
"TM1",12.6,1991-04-30
"TM2",6.9,1991-04-30
"TM3",18.2,1991-04-30
"TM4",3.4,1991-04-30
"PM1",15.8,1991-04-30
"TM1",16.4,1991-05-31
"TM2",9.4,1991-05-31
"TM3",23.3,1991-05-31
"TM4",3.6,1991-05-31
"PM1",3.7,1991-05-31
"TM1",23.2,1991-06-30
"TM2",16.3,1991-06-30
"TM3",30.1,1991-06-30
"TM4",11,1991-06-30
"PM1",9.1,1991-06-30
"TM1",26.5,1991-07-31
"TM2",19.2,1991-07-31
"TM3",33.8,1991-07-31
"TM4",13.2,1991-07-31
"PM1",4.6,1991-07-31
"TM1",22.5,1991-09-30
"TM2",16.5,1991-09-30
"TM3",28.5,1991-09-30
"TM4",9.2,1991-09-30
"PM1",55.7,1991-09-30
"TM1",13.7,1991-10-31
"TM2",9,1991-10-31
"TM3",18.4,1991-10-31
"TM4",3.4,1991-10-31
"PM1",47.9,1991-10-31
"TM2",2.3,1991-12-31
"TM3",17.1,1991-12-31
"TM1",5.9,1992-01-31
"TM2",1.2,1992-01-31
"TM3",10.6,1992-01-31
"TM4",-4.8,1992-01-31
"PM1",19.3,1992-01-31
"TM1",8.7,1992-02-29
"TM2",3.1,1992-02-29
"TM3",14.2,1992-02-29
"TM4",0.2,1992-02-29
"PM1",36.4,1992-02-29
"TM1",11.4,1992-03-31
